id,බ්ප්,mrp,sp,category
4.79E+12,බිස්කට් පොඩි,50,50,
4.80E+12,ඩෙල්මලයිට් ඩබල්,170,170,
4.79E+12,ලයිප්බෝයි,110,110,
4.79E+12,ලයිප්බෝයි,110,110,
4.79E+12,ලයිප්බෝයි,105,100,
4.79E+12,ආයුෂ් දත්බෙහෙත්,285,285,
4.79E+12,චීස් පෙට්ටි,560,560,
4.79E+12,කිරි තේ,65,63,
8.90E+12,හිට් ,160,160,
4.80E+12,විම් දියර,150,150,
4.79E+12,බිස්කට් පැකට්,50,50,
4.80E+12,රින්,170,170,
4.80E+12,විවා,740,700,
4.79E+12,පෙයාස් පැක්,540,540,
4.79E+12,පෙයාස් පැක්,540,540,
4.79E+12,පෙයාස් සබන්,125,120,
4.79E+12,පෙයාස් සබන්,125,120,
4.79E+12,පෙයාස් සබන්,125,120,
4.79E+12,බිස්කට් පැකට්,50,50,
4.79E+12,ටිකිරි නුඩ්ල්ස්,75,75,
8.89E+12,කැකර්,350,330,
4.79E+12,ගෝයා,90,85,
4.79E+12,පෙයාස් සබන්,145,140,
4.79E+12,කොහොබ බේබි,130,125,
4.79E+12,ඩෙටෝල් සබන්,115,115,
4.79E+12,වොන්ඩලයිට් ඩබල්,200,200,
4.79E+12,කොටන්බට්,200,200,
4.80E+12,කැලින් සබන්,125,120,
4.79E+12,කුිස්ටල් සබන්,110,110,
4.79E+12,මාලු සෝස්,370,370,
4.79E+12,සෝයා සෝස්,180,180,
4.79E+12,මයොනිස්,400,400,
4.79E+12,බේකින් පවුඩරි,380,380,
4.79E+12,මිල්ක්මේඩ්,890,890,
4.79E+12,ජැම්,350,350,
4.79E+12,අබ කුිම්,380,380,
4.79E+12,චට්නි,390,390,
4.79E+12,බේකින් පවුඩරි,200,200,
4.79E+12,මයිලො,100,90,
4.79E+12,නෙස්කපේ,70,70,
4.80E+12,සන්ලයිටි කුඩු,320,320,
4.79E+12,රින්,300,290,
4.80E+12,සර්පෙක්සල්,100,100,
8.91E+12,කම්පර්ට්,300,300,
8.91E+12,කම්පර්ට්,1160,1150,
8.91E+12,කම්පර්ට්,1160,1150,
4.80E+12,සන්ලයිට් දියර,445,440,
4.79E+12,ටිපිටිප්,80,80,
4.79E+12,අනියන් බිස්කට්,50,50,
8.44E+12,සෙන්ට්,450,350,
8.44E+12,සෙන්ට්,450,350,
8.44E+12,සෙන්ට්,450,350,
4.79E+12,මයිලෝ,50,50,
4.80E+12,සබන් කුඩු,180,180,
4.79E+12,නෙස්පේ,60,60,
4.79E+12,නෙස්ටමෝල්ට්,60,57.5,
4.79E+12,බිම කුඩු,120,120,
4.79E+12,බිස්කට්,50,50,
4.79E+12,සෝයා,180,175,
4.79E+12,පිනට්,60,60,
4.80E+12,පොලිෂ්,350,340,
4.79E+12,උනො,20,30,
439,3 ෂොපින්,800,420,
267,ඩේටා කාඩ්,159,155,
757,මෙගා බිඩි,5200,3300,
278,ගිනිපෙට්ටි පැකට්,240,190,
